date,open,high,low,close,volume,market_return,vix,bond_yield_10y,dollar_index_change,close_smoothed,rsi_14,rsi_lag1,MACD_12_26_9,volatility_20,close_lag1,close_lag2,close_lag3,open_lag1,open_lag2,volume_change,intraday_return,bb_lower,bb_middle,bb_upper,atr_14,ema_14,roc_10,adx_14,sentiment_score,news_volume,target_return
2010-02-09,246534.2437793008,247443.54490506378,244491.74229808722,245117.74768829346,112671216,0.013040132316577413,26.0,3.632999897003174,-0.00547948225011452,255737.29846584256,20.41075397678072,21.1379896946809,-7705.458524012531,0.0013831916377279913,256252.34540168964,256871.9885589132,257586.65882221085,243383.49730941645,241640.71927892073,0.04650558586645892,-0.005745636262503961,251852.62920991826,264751.0319111577,277649.43461239716,15968.920580470578,261655.34872559627,-3.4984962338815384,26.647825346044023,0.0,0.0,-0.004688315806473918
2010-02-10,243968.55827735914,245667.88857158454,241054.09758445295,244142.15579509735,106873020,-0.0022325735201887964,25.399999618530273,3.694000005722046,0.002128702324643905,255214.07872013494,19.670388010052733,20.41075397678072,-7563.136312769668,0.0014107597738524115,255737.29846584256,256252.34540168964,256871.9885589132,246534.2437793008,243383.49730941645,-0.05146120017023692,0.000711556927515427,251125.2327632196,263767.53360607935,276409.8344489391,15877.083459107653,260796.51272486808,-3.221434292912556,26.443883953213444,0.0,0.0,-0.002385674041599636
2010-02-11,243559.7121915568,246834.160599656,241815.1763843674,244966.30172729492,96303600,0.009680437561949251,23.959999084472656,3.7330000400543213,-0.0004998240177118696,254762.2499580112,19.028489818003806,19.670388010052733,-7401.484039255709,0.001461963228694986,255214.07872013494,255737.29846584256,256252.34540168964,243968.55827735914,246534.2437793008,-0.09889699009160591,0.005775132196871061,250471.43993474913,262822.84697874484,275174.2540227406,15700.070521726217,259991.94435595383,-2.8849772906377456,25.95785394210542,0.0,0.0,-0.006394278186918499
2010-02-12,243399.91904762998,245308.85100172798,242271.89402502097,243468.40286254883,91096812,-0.002744592819371894,22.729999542236328,3.693000078201294,0.004125538690683772,254274.97702158763,18.333649129121426,19.028489818003806,-7229.356776710076,0.0015028668957728704,254762.2499580112,255214.07872013494,255737.29846584256,243559.7121915568,243968.55827735914,-0.05406639004149383,0.0002813633430397412,249929.8988826394,261894.116983545,273858.3350844506,15470.80519395936,259229.68204470503,-2.5716162302710632,25.50654036036225,0.0,0.0,0.007307723926648059
2010-02-16,245247.60273553026,248564.04262966695,244073.59133426583,247271.27048492432,146029824,0.01800074864554846,22.25,3.6640000343322754,-0.007719157730798454,253978.870094157,17.905756741429343,18.333649129121426,-7035.734468052484,0.0015842621600078712,254274.97702158763,254762.2499580112,255214.07872013494,243399.91904762998,243559.7121915568,0.6030179409571435,0.008251529176317092,249489.5427841185,261006.4656931419,272523.3886021653,15094.418086342394,258529.57378463197,-2.3198365097249916,24.250313029919006,0.0,0.0,0.0012933169437818147
2010-02-17,247591.07060875293,248230.6064995976,245585.6641787878,245859.7435283661,81106812,0.0042379594555796984,21.719999313354492,3.742000102996826,0.00853199913693059,253642.06221418027,17.408071607300155,17.905756741429343,-6830.724632970727,0.0016306133855163646,253978.870094157,254274.97702158763,254762.2499580112,245247.60273553026,243399.91904762998,-0.44458734676007006,-0.006992687887047045,249210.85650628005,260132.22170219332,271053.5868981066,14615.760074130025,257877.9055752384,-2.0963734936924494,23.08381622307885,0.0,0.0,0.005266975412125303
2010-02-18,247154.68075236143,250589.30769094368,246510.97512408905,249766.28193855286,93382524,0.006584742448973557,20.6299991607666,3.802999973297119,0.000248871275746243,253484.1164643024,17.16709812060826,17.408071607300155,-6604.861037008377,0.0017373879420926272,253642.06221418027,253978.870094157,254274.97702158763,247591.07060875293,245247.60273553026,0.15135241661329268,0.010566666907709285,249111.05757681883,259288.6802606442,269466.3029444696,14081.14057527011,257292.0670271136,-1.929730725868089,21.455627055913308,0.0,0.0,-0.00629478576068102
2010-02-19,248194.0567035078,249801.1227633888,247812.94261737846,248299.65925216675,102021876,0.002186622042297248,20.020000457763672,3.7820000648498535,0.002985048000182955,253276.33054596794,16.836900757695517,17.16709812060826,-6369.208822409186,0.0018044126758124056,253484.1164643024,253642.06221418027,253978.870094157,247154.68075236143,247591.07060875293,0.09251572596174418,0.0004254837930510469,249234.36637256324,258463.78185032902,267693.1973280948,13480.428666102529,256756.63549629418,-1.673350745706885,19.943737114973874,0.0,0.0,0.013554299920635855
2010-02-22,251665.1873038623,251734.1714070064,248745.5494693209,249573.16596508026,85698216,-0.0010458578339902491,19.940000534057617,3.7990000247955322,-0.0016120691270076204,253130.2119850997,16.59516974714701,16.836900757695517,-6123.653624118277,0.0017597949896989555,253276.33054596794,253484.1164643024,253642.06221418027,248194.0567035078,247154.68075236143,-0.16000156672280752,-0.008312716435651147,249404.4010793447,257712.585825063,266020.7705707813,12841.168123998566,256273.11236146826,-1.4566697578842158,19.020020643541347,0.0,0.0,-0.0007116221989803626
2010-02-23,249395.5641599097,249684.9075617721,244476.5512974577,245753.3659172058,114789096,-0.012102809596931441,21.3700008392334,3.690999984741211,0.004223032280080252,252843.3664792004,16.106299798546225,16.59516974714701,-5884.364108843933,0.0015963603125504862,253130.2119850997,253276.33054596794,253484.1164643024,251665.1873038623,248194.0567035078,0.3394572414436259,-0.014604101941318217,249549.13784955998,257032.26343576855,264515.3890219771,12542.060449973096,255815.81291049923,-1.3303210618991537,18.21688043578691,0.0,0.0,0.012577882041785577
